Duplicate File,Original File
json4/gpt2-small\att-kk\kippah\data_for_feature_4237.json,json4/gpt2-small\att-kk\doctor\data_for_feature_4237.json
json4/gpt2-small\att-kk\kippah\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\kippah\data_for_feature_8022.json,json4/gpt2-small\att-kk\baptsim\data_for_feature_8022.json
json4/gpt2-small\att-kk\kippah\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\kippah\data_for_feature_9346.json,json4/gpt2-small\att-kk\allah\data_for_feature_9346.json
json4/gpt2-small\att-kk\kippah\explanation_for_query_kippah.json,json4/gemma-2-2b\gemmascope-att-16k\kippah\explanation_for_query_kippah.json
json4/gpt2-small\att-kk\kosher\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\kosher\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\kosher\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\kosher\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\kosher\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\kosher\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\kosher\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\kosher\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\kosher\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\kosher\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\kosher\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\kosher\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\kosher\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\kosher\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\kosher\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\kosher\data_for_feature_4237.json,json4/gpt2-small\att-kk\doctor\data_for_feature_4237.json
json4/gpt2-small\att-kk\kosher\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\kosher\data_for_feature_8022.json,json4/gpt2-small\att-kk\baptsim\data_for_feature_8022.json
json4/gpt2-small\att-kk\kosher\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\kosher\data_for_feature_9346.json,json4/gpt2-small\att-kk\allah\data_for_feature_9346.json
json4/gpt2-small\att-kk\kosher\explanation_for_query_kosher.json,json4/gemma-2-2b\gemmascope-att-16k\kosher\explanation_for_query_kosher.json
json4/gpt2-small\att-kk\lady\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\lady\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\lady\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\lady\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\lady\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\lady\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\lady\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\lady\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\lady\data_for_feature_18366.json,json4/gpt2-small\att-kk\assistant\data_for_feature_18366.json
json4/gpt2-small\att-kk\lady\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\lady\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\lady\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\lady\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\lady\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\lady\data_for_feature_34267.json,json4/gpt2-small\att-kk\baptsim\data_for_feature_34267.json
json4/gpt2-small\att-kk\lady\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\lady\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\lady\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\lady\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\lady\data_for_feature_9346.json,json4/gpt2-small\att-kk\allah\data_for_feature_9346.json
json4/gpt2-small\att-kk\lady\explanation_for_query_lady.json,json4/gemma-2-2b\gemmascope-att-16k\lady\explanation_for_query_lady.json
json4/gpt2-small\att-kk\male\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\male\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\male\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\male\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\male\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\male\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\male\data_for_feature_18238.json,json4/gpt2-small\att-kk\hijab\data_for_feature_18238.json
json4/gpt2-small\att-kk\male\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\male\data_for_feature_19955.json,json4/gpt2-small\att-kk\allah\data_for_feature_19955.json
json4/gpt2-small\att-kk\male\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\male\data_for_feature_21873.json,json4/gpt2-small\att-kk\allah\data_for_feature_21873.json
json4/gpt2-small\att-kk\male\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\male\data_for_feature_24000.json,json4/gpt2-small\att-kk\boss\data_for_feature_24000.json
json4/gpt2-small\att-kk\male\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\male\data_for_feature_28632.json,json4/gpt2-small\att-kk\cocaine\data_for_feature_28632.json
json4/gpt2-small\att-kk\male\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\male\data_for_feature_40226.json,json4/gpt2-small\att-kk\assistant\data_for_feature_40226.json
json4/gpt2-small\att-kk\male\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\male\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\male\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\male\explanation_for_query_male.json,json4/gemma-2-2b\gemmascope-att-16k\male\explanation_for_query_male.json
json4/gpt2-small\att-kk\man\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\man\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\man\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\man\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\man\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\man\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\man\data_for_feature_18366.json,json4/gpt2-small\att-kk\assistant\data_for_feature_18366.json
json4/gpt2-small\att-kk\man\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\man\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\man\data_for_feature_21873.json,json4/gpt2-small\att-kk\allah\data_for_feature_21873.json
json4/gpt2-small\att-kk\man\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\man\data_for_feature_24000.json,json4/gpt2-small\att-kk\boss\data_for_feature_24000.json
json4/gpt2-small\att-kk\man\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\man\data_for_feature_34267.json,json4/gpt2-small\att-kk\baptsim\data_for_feature_34267.json
json4/gpt2-small\att-kk\man\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\man\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\man\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\man\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\man\data_for_feature_9346.json,json4/gpt2-small\att-kk\allah\data_for_feature_9346.json
json4/gpt2-small\att-kk\man\explanation_for_query_man.json,json4/gemma-2-2b\gemmascope-att-16k\man\explanation_for_query_man.json
json4/gpt2-small\att-kk\Mann\data_for_feature_10680.json,json4/gpt2-small\att-kk\Jude\data_for_feature_10680.json
json4/gpt2-small\att-kk\Mann\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\Mann\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\Mann\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\Mann\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\Mann\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\Mann\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\Mann\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\Mann\data_for_feature_18366.json,json4/gpt2-small\att-kk\assistant\data_for_feature_18366.json
json4/gpt2-small\att-kk\Mann\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\Mann\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\Mann\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\Mann\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\Mann\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\Mann\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\Mann\data_for_feature_4237.json,json4/gpt2-small\att-kk\doctor\data_for_feature_4237.json
json4/gpt2-small\att-kk\Mann\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\Mann\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\Mann\data_for_feature_9346.json,json4/gpt2-small\att-kk\allah\data_for_feature_9346.json
json4/gpt2-small\att-kk\Mann\explanation_for_query_Mann.json,json4/gemma-2-2b\gemmascope-att-16k\Mann\explanation_for_query_Mann.json
json4/gpt2-small\att-kk\mecca\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\mecca\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\mecca\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\mecca\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\mecca\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\mecca\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\mecca\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\mecca\data_for_feature_18366.json,json4/gpt2-small\att-kk\assistant\data_for_feature_18366.json
json4/gpt2-small\att-kk\mecca\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\mecca\data_for_feature_19955.json,json4/gpt2-small\att-kk\allah\data_for_feature_19955.json
json4/gpt2-small\att-kk\mecca\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\mecca\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\mecca\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\mecca\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\mecca\data_for_feature_40226.json,json4/gpt2-small\att-kk\assistant\data_for_feature_40226.json
json4/gpt2-small\att-kk\mecca\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\mecca\data_for_feature_46655.json,json4/gpt2-small\att-kk\allah\data_for_feature_46655.json
json4/gpt2-small\att-kk\mecca\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\mecca\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\mecca\explanation_for_query_mecca.json,json4/gemma-2-2b\gemmascope-att-16k\mecca\explanation_for_query_mecca.json
json4/gpt2-small\att-kk\men\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\men\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\men\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\men\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\men\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\men\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\men\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\men\data_for_feature_19955.json,json4/gpt2-small\att-kk\allah\data_for_feature_19955.json
json4/gpt2-small\att-kk\men\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\men\data_for_feature_21873.json,json4/gpt2-small\att-kk\allah\data_for_feature_21873.json
json4/gpt2-small\att-kk\men\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\men\data_for_feature_24000.json,json4/gpt2-small\att-kk\boss\data_for_feature_24000.json
json4/gpt2-small\att-kk\men\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\men\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\men\data_for_feature_40226.json,json4/gpt2-small\att-kk\assistant\data_for_feature_40226.json
json4/gpt2-small\att-kk\men\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\men\data_for_feature_4912.json,json4/gpt2-small\att-kk\man\data_for_feature_4912.json
json4/gpt2-small\att-kk\men\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\men\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\men\data_for_feature_9346.json,json4/gpt2-small\att-kk\allah\data_for_feature_9346.json
json4/gpt2-small\att-kk\midwife\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\midwife\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\midwife\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\midwife\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\midwife\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\midwife\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\midwife\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\midwife\data_for_feature_18480.json,json4/gpt2-small\att-kk\gospel\data_for_feature_18480.json
json4/gpt2-small\att-kk\midwife\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\midwife\data_for_feature_19955.json,json4/gpt2-small\att-kk\allah\data_for_feature_19955.json
json4/gpt2-small\att-kk\midwife\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\midwife\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\midwife\data_for_feature_26052.json,json4/gpt2-small\att-kk\assistant\data_for_feature_26052.json
json4/gpt2-small\att-kk\midwife\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\midwife\data_for_feature_30146.json,json4/gpt2-small\att-kk\church\data_for_feature_30146.json
json4/gpt2-small\att-kk\midwife\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\midwife\data_for_feature_40226.json,json4/gpt2-small\att-kk\assistant\data_for_feature_40226.json
json4/gpt2-small\att-kk\midwife\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\midwife\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\midwife\data_for_feature_9346.json,json4/gpt2-small\att-kk\allah\data_for_feature_9346.json
json4/gpt2-small\att-kk\midwife\explanation_for_query_midwife.json,json4/gemma-2-2b\gemmascope-att-16k\midwife\explanation_for_query_midwife.json
json4/gpt2-small\att-kk\money\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\money\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\money\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\money\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\money\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\money\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\money\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\money\data_for_feature_19955.json,json4/gpt2-small\att-kk\allah\data_for_feature_19955.json
json4/gpt2-small\att-kk\money\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\money\data_for_feature_21873.json,json4/gpt2-small\att-kk\allah\data_for_feature_21873.json
json4/gpt2-small\att-kk\money\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\money\data_for_feature_24000.json,json4/gpt2-small\att-kk\boss\data_for_feature_24000.json
json4/gpt2-small\att-kk\money\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\money\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\money\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\money\data_for_feature_40226.json,json4/gpt2-small\att-kk\assistant\data_for_feature_40226.json
json4/gpt2-small\att-kk\money\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\money\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\money\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\money\data_for_feature_9346.json,json4/gpt2-small\att-kk\allah\data_for_feature_9346.json
json4/gpt2-small\att-kk\money\explanation_for_query_money.json,json4/gemma-2-2b\gemmascope-att-16k\money\explanation_for_query_money.json
json4/gpt2-small\att-kk\mosque\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\mosque\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\mosque\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\mosque\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\mosque\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\mosque\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\mosque\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\mosque\data_for_feature_18366.json,json4/gpt2-small\att-kk\assistant\data_for_feature_18366.json
json4/gpt2-small\att-kk\mosque\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\mosque\data_for_feature_19955.json,json4/gpt2-small\att-kk\allah\data_for_feature_19955.json
json4/gpt2-small\att-kk\mosque\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\mosque\data_for_feature_21873.json,json4/gpt2-small\att-kk\allah\data_for_feature_21873.json
json4/gpt2-small\att-kk\mosque\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\mosque\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\mosque\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\mosque\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\mosque\data_for_feature_40226.json,json4/gpt2-small\att-kk\assistant\data_for_feature_40226.json
json4/gpt2-small\att-kk\mosque\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\mosque\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\mosque\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\mosque\explanation_for_query_mosque.json,json4/gemma-2-2b\gemmascope-att-16k\mosque\explanation_for_query_mosque.json
json4/gpt2-small\att-kk\muslim\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\muslim\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\muslim\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\muslim\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\muslim\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\muslim\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\muslim\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\muslim\data_for_feature_18366.json,json4/gpt2-small\att-kk\assistant\data_for_feature_18366.json
json4/gpt2-small\att-kk\muslim\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\muslim\data_for_feature_19955.json,json4/gpt2-small\att-kk\allah\data_for_feature_19955.json
json4/gpt2-small\att-kk\muslim\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\muslim\data_for_feature_21873.json,json4/gpt2-small\att-kk\allah\data_for_feature_21873.json
json4/gpt2-small\att-kk\muslim\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\muslim\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\muslim\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\muslim\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\muslim\data_for_feature_40226.json,json4/gpt2-small\att-kk\assistant\data_for_feature_40226.json
json4/gpt2-small\att-kk\muslim\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
